exp,N,phi,seed,op,wall_s,nearfield_interactions,rmse,rel_rmse,mae,rel_mae,max_rel_rmse,prmse_lin,prmse_ang,err_mean_pct,prmse_fluct,max_rel_lin
fig3,200,0.025,130,M_mom_v2_kinf_rc8_pc8_diag_w025f,4.20836,4.61,0.000503577,1.52099,0.00109613,1.38352,4.38993,1.6822,0.847734,,,
fig3,200,0.025,131,M_mom_v2_kinf_rc8_pc8_diag_w025f,4.22917,5.01,0.000527445,1.6416,0.00115176,1.51168,5.59437,1.81574,0.959168,,,
fig3,200,0.025,132,M_mom_v2_kinf_rc8_pc8_diag_w025f,4.25669,5.02,0.000523728,1.70428,0.00114343,1.55293,5.89673,1.91821,0.95801,,,
fig3,200,0.025,123,M_mom_v2_kinf_rc8_pc8_final,5.04207,4.61,0.000454284,1.57951,0.000986912,1.43343,6.28053,1.83031,0.797933,,,
fig3,200,0.025,124,M_mom_v2_kinf_rc8_pc8_final,5.05192,4.7,0.000561896,1.90259,0.00121163,1.71445,5.4013,2.20171,0.886221,,,
fig3,200,0.025,125,M_mom_v2_kinf_rc8_pc8_final,5.05285,5.11,0.000545425,1.40194,0.00123029,1.33519,3.90752,1.48925,0.880337,,,
fig3,200,0.025,126,M_mom_v2_kinf_rc8_pc8_final,5.11166,4.88,0.000586692,1.43603,0.0012842,1.32436,4.32457,1.51015,0.948858,,,
fig3,200,0.025,127,M_mom_v2_kinf_rc8_pc8_final,5.06126,4.97,0.000583932,1.4369,0.00125654,1.3054,7.63769,1.49931,1.05434,,,
fig3,200,0.025,128,M_mom_v2_kinf_rc8_pc8_final,5.06993,4.75,0.00052982,1.62402,0.00114486,1.47775,7.41751,1.77321,1.05638,,,
fig3,200,0.025,129,M_mom_v2_kinf_rc8_pc8_final,5.04565,4.63,0.000556017,1.52552,0.00120635,1.39861,4.42608,1.64068,0.917734,,,
fig3,200,0.025,130,M_mom_v2_kinf_rc8_pc8_final,5.11133,4.61,0.000502745,1.51847,0.00109874,1.38682,4.49636,1.68014,0.841876,,,
fig3,200,0.025,131,M_mom_v2_kinf_rc8_pc8_final,4.81739,5.01,0.000533256,1.65969,0.00116631,1.53078,5.41412,1.83726,0.96123,,,
fig3,200,0.025,132,M_mom_v2_kinf_rc8_pc8_final,4.81727,5.02,0.00052852,1.71987,0.00115123,1.56352,6.18583,1.93574,0.966867,,,
fig3,200,0.025,123,M_mom_v2_kinf_rc8_pc8_w025f,4.11273,4.61,0.000455357,1.58324,0.000986615,1.433,6.50975,1.83683,0.788793,,,
fig3,200,0.025,124,M_mom_v2_kinf_rc8_pc8_w025f,4.31763,4.7,0.000560583,1.89814,0.00121077,1.71323,5.42114,2.19652,0.884403,,,
fig3,200,0.025,125,M_mom_v2_kinf_rc8_pc8_w025f,4.1432,5.11,0.00054617,1.40386,0.00123066,1.33559,3.91767,1.49128,0.881575,,,
fig3,200,0.025,126,M_mom_v2_kinf_rc8_pc8_w025f,4.24609,4.88,0.000584185,1.42989,0.00127904,1.31903,4.23984,1.50271,0.953086,,,
fig3,200,0.025,127,M_mom_v2_kinf_rc8_pc8_w025f,4.17358,4.97,0.000585998,1.44198,0.00125853,1.30747,7.53166,1.50471,1.05741,,,
fig3,200,0.025,128,M_mom_v2_kinf_rc8_pc8_w025f,4.16596,4.75,0.0005294,1.62273,0.00114497,1.4779,7.08492,1.77199,1.05463,,,
fig3,200,0.025,129,M_mom_v2_kinf_rc8_pc8_w025f,4.27768,4.63,0.000554928,1.52253,0.00120416,1.39607,4.47972,1.63663,0.922006,,,
fig3,200,0.025,130,M_mom_v2_kinf_rc8_pc8_w025f,4.12482,4.61,0.000505625,1.52717,0.0011042,1.39371,4.41794,1.68907,0.85101,,,
fig3,200,0.025,131,M_mom_v2_kinf_rc8_pc8_w025f,4.16155,5.01,0.000533697,1.66106,0.0011646,1.52853,5.48707,1.83942,0.958404,,,
fig3,200,0.025,132,M_mom_v2_kinf_rc8_pc8_w025f,4.17929,5.02,0.000526837,1.7144,0.00114972,1.56148,5.87988,1.92888,0.967368,,,
fig3,200,0.025,123,M_nbody_b1,5.07015,4.61,0.000602233,2.09391,0.00127857,1.85704,9.69649,2.43962,0.989537,,,
fig3,200,0.025,124,M_nbody_b1,5.42185,4.7,0.000756093,2.56014,0.00162077,2.29338,6.86901,2.9707,1.1453,,,
fig3,200,0.025,125,M_nbody_b1,5.128,5.11,0.000758596,1.94987,0.00166343,1.80526,4.34048,2.08695,1.09187,,,
fig3,200,0.025,126,M_nbody_b1,4.65669,4.88,0.000732685,1.79337,0.00156696,1.61595,6.14648,1.88512,1.1919,,,
fig3,200,0.025,127,M_nbody_b1,5.53344,4.97,0.000780354,1.92024,0.00166265,1.7273,10.7388,2.02147,1.26975,,,
fig3,200,0.025,128,M_nbody_b1,4.15145,4.75,0.000695727,2.13256,0.00143077,1.8468,13.8562,2.34009,1.32719,,,
fig3,200,0.025,129,M_nbody_b1,4.0442,4.63,0.000724052,1.98655,0.00154277,1.78865,6.22345,2.14298,1.14697,,,
fig3,200,0.025,130,M_nbody_b1,4.88159,4.61,0.000671562,2.02837,0.00147755,1.86494,6.95128,2.25251,1.07285,,,
fig3,200,0.025,131,M_nbody_b1,5.64569,5.01,0.000744546,2.31729,0.00163143,2.14125,6.07273,2.56024,1.36987,,,
fig3,200,0.025,132,M_nbody_b1,4.8134,5.02,0.000752214,2.4478,0.00162107,2.20163,6.70952,2.77812,1.25146,,,
fig3,200,0.025,123,M_nbody_b1_v2,4.36485,4.61,0.000563336,1.95867,0.00120478,1.74988,9.68056,2.26957,0.99003,,,
fig3,200,0.025,124,M_nbody_b1_v2,4.32266,4.7,0.000710262,2.40496,0.00151715,2.14675,6.92056,2.78258,1.12292,,,
fig3,200,0.025,125,M_nbody_b1_v2,5.1096,5.11,0.000707695,1.81903,0.00156351,1.69682,4.73419,1.93977,1.08106,,,
fig3,200,0.025,126,M_nbody_b1_v2,4.41881,4.88,0.000699095,1.71116,0.00149545,1.5422,6.10068,1.79514,1.16668,,,
fig3,200,0.025,127,M_nbody_b1_v2,4.67507,4.97,0.000752196,1.85096,0.00158382,1.64541,12.2239,1.9432,1.26717,,,
fig3,200,0.025,128,M_nbody_b1_v2,4.68116,4.75,0.000650737,1.99465,0.00136011,1.7556,12.9323,2.18614,1.25518,,,
fig3,200,0.025,129,M_nbody_b1_v2,4.78574,4.63,0.00068192,1.87095,0.00146652,1.70025,5.37374,2.01311,1.11881,,,
fig3,200,0.025,130,M_nbody_b1_v2,4.7236,4.61,0.000639451,1.93138,0.00140064,1.76787,6.13122,2.14476,1.02182,,,
fig3,200,0.025,131,M_nbody_b1_v2,5.63382,5.01,0.000702069,2.18509,0.00155366,2.03918,6.81457,2.40516,1.34041,,,
fig3,200,0.025,132,M_nbody_b1_v2,4.9074,5.02,0.00070779,2.30324,0.00153202,2.08069,6.59267,2.60376,1.23465,,,
fig3,200,0.025,123,M_nbody_gpu,0.550997,4.61,0.000619464,2.15383,0.00131507,1.91007,9.36816,2.50582,1.03695,,,
fig3,200,0.025,124,M_nbody_gpu,0.00636888,4.7,0.000761281,2.57771,0.00164234,2.3239,7.48381,2.96556,1.29643,,,
fig3,200,0.025,125,M_nbody_gpu,0.00596595,5.11,0.000748379,1.92361,0.0016545,1.79557,4.90086,2.05315,1.12726,,,
fig3,200,0.025,126,M_nbody_gpu,0.00591326,4.88,0.000751426,1.83925,0.0015806,1.63002,7.974,1.93475,1.21042,,,
fig3,200,0.025,127,M_nbody_gpu,0.00591207,4.97,0.000783032,1.92684,0.00166737,1.73221,11.3923,2.02535,1.29912,,,
fig3,200,0.025,128,M_nbody_gpu,0.00599194,4.75,0.000699532,2.14422,0.00145636,1.87983,13.0221,2.3452,1.37449,,,
fig3,200,0.025,129,M_nbody_gpu,0.00591278,4.63,0.000721838,1.98048,0.00154426,1.79038,5.40187,2.13814,1.13037,,,
fig3,200,0.025,130,M_nbody_gpu,0.00583053,4.61,0.000678249,2.04856,0.00148233,1.87097,6.85172,2.27665,1.07232,,,
fig3,200,0.025,131,M_nbody_gpu,0.00619006,5.01,0.000749025,2.33124,0.00163701,2.14857,6.67,2.5731,1.39205,,,
fig3,200,0.025,132,M_nbody_gpu,0.00593615,5.02,0.000759262,2.47074,0.00163278,2.21754,6.7592,2.80073,1.28252,,,
fig3,200,0.025,123,M_rpy,3.93257,4.61,0.0011809,4.10588,0.00235769,3.42441,19.4698,4.62233,2.65786,,,
fig3,200,0.025,124,M_rpy,4.36628,4.7,0.00134201,4.54405,0.00267088,3.77927,22.3397,5.20434,2.40567,,,
fig3,200,0.025,125,M_rpy,4.15904,5.11,0.00146789,3.773,0.00300066,3.25651,9.82649,3.98104,2.57441,,,
fig3,200,0.025,126,M_rpy,3.7677,4.88,0.00146194,3.57836,0.00287011,2.95985,14.6466,3.66887,3.05196,,,
fig3,200,0.025,127,M_rpy,4.10799,4.97,0.00150066,3.69273,0.00297303,3.08864,21.6417,3.69875,3.66123,,,
fig3,200,0.025,128,M_rpy,3.84081,4.75,0.00140883,4.31837,0.00263867,3.40592,20.4564,4.64303,3.14881,,,
fig3,200,0.025,129,M_rpy,4.18282,4.63,0.00138109,3.78925,0.0027439,3.18121,17.6027,3.98988,2.8288,,,
fig3,200,0.025,130,M_rpy,3.62498,4.61,0.00130977,3.95598,0.00262337,3.31118,15.7881,4.27939,2.7248,,,
fig3,200,0.025,131,M_rpy,3.94049,5.01,0.00155345,4.83491,0.0031804,4.17426,20.5485,5.21357,3.48706,,,
fig3,200,0.025,132,M_rpy,3.74704,5.02,0.0014414,4.69049,0.00284365,3.86206,21.7897,5.19573,3.03238,,,
fig3,200,0.025,123,mfs_coarse,0.451321,4.61,0.000115876,0.402891,0.000129424,0.187981,2.25137,0.40135,0.406219,,,
fig3,200,0.025,124,mfs_coarse,0.403109,4.7,7.66505e-05,0.25954,7.6126e-05,0.107718,1.95585,0.230367,0.316794,,,
fig3,200,0.025,125,mfs_coarse,0.401069,5.11,0.000102887,0.264456,0.00010382,0.112673,1.72775,0.263941,0.266874,,,
fig3,200,0.025,126,mfs_coarse,0.419699,4.88,0.000121641,0.297736,0.000114477,0.118057,2.98623,0.243455,0.494924,,,
fig3,200,0.025,127,mfs_coarse,0.456262,4.97,0.000136464,0.335802,0.000147804,0.153552,2.76843,0.271284,0.562556,,,
fig3,200,0.025,128,mfs_coarse,0.453855,4.75,0.000176994,0.542527,0.000170236,0.219736,5.30884,0.531673,0.573875,,,
fig3,200,0.025,129,mfs_coarse,0.455862,4.63,9.01723e-05,0.247402,0.000100814,0.116881,2.34999,0.237542,0.284042,,,
fig3,200,0.025,130,mfs_coarse,0.418341,4.61,8.41917e-05,0.25429,9.79614e-05,0.123645,1.33939,0.222923,0.333003,,,
fig3,200,0.025,131,mfs_coarse,0.455734,5.01,0.00012771,0.39748,0.000143706,0.188613,2.26468,0.334755,0.541652,,,
fig3,200,0.025,132,mfs_coarse,0.43707,5.02,0.000140257,0.456415,0.000140757,0.191167,4.00144,0.452921,0.465251,,,
fig3,200,0.05,123,M_2b,3.68977,9.45,0.00164877,4.33692,0.00356801,3.96655,16.3311,4.63037,2.67737,,,
fig3,200,0.05,124,M_2b,5.06995,9.29,0.00248099,5.19935,0.00529287,4.7093,12.3265,5.33989,3.90036,,,
fig3,200,0.05,125,M_2b,5.33176,9.72,0.00197398,5.7637,0.0041284,5.1213,29.6913,6.24187,3.51069,,,
fig3,200,0.05,126,M_2b,3.93284,9.33,0.0020967,4.24709,0.00434126,3.73395,11.17,4.38203,2.89267,,,
fig3,200,0.05,127,M_2b,3.76677,9.47,0.00172337,3.92031,0.00378079,3.59765,11.4489,4.03305,3.12966,,,
fig3,200,0.05,128,M_2b,3.84436,9.25,0.00186348,4.99678,0.0039948,4.5327,14.1094,5.29365,3.45177,,,
fig3,200,0.05,129,M_2b,3.69779,9.4,0.00197593,5.14503,0.0040917,4.45567,15.1788,5.50673,2.96648,,,
fig3,200,0.05,130,M_2b,5.42431,8.82,0.00178475,5.01333,0.0037405,4.41305,15.4383,5.38564,3.16939,,,
fig3,200,0.05,131,M_2b,6.12482,9.71,0.00219889,5.94471,0.00469888,5.36568,21.5949,6.3974,3.51714,,,
fig3,200,0.05,132,M_2b,4.77507,10.09,0.00185965,6.4249,0.00401427,5.82481,21.2266,7.3504,3.59071,,,
fig3,200,0.05,123,M_3b,3.92403,9.45,0.00138192,3.63501,0.00306322,3.40537,10.108,3.81835,2.67737,,,
fig3,200,0.05,124,M_3b,4.46691,9.29,0.00208475,4.36896,0.00455407,4.05195,11.8577,4.42418,3.90036,,,
fig3,200,0.05,125,M_3b,5.53823,9.72,0.00159708,4.66321,0.0034602,4.2924,19.0859,4.93291,3.51069,,,
fig3,200,0.05,126,M_3b,4.00439,9.33,0.001717,3.47796,0.00369576,3.17876,8.47643,3.54192,2.89267,,,
fig3,200,0.05,127,M_3b,3.94441,9.47,0.00141686,3.22306,0.00318158,3.02747,10.7318,3.23783,3.12966,,,
fig3,200,0.05,128,M_3b,3.97963,9.25,0.00155354,4.16569,0.00339036,3.84687,10.1841,4.31575,3.45177,,,
fig3,200,0.05,129,M_3b,4.61067,9.4,0.00163312,4.25241,0.0035473,3.86283,15.4234,4.48407,2.96648,,,
fig3,200,0.05,130,M_3b,4.95391,8.82,0.00148569,4.17328,0.00322444,3.8042,10.245,4.39406,3.16939,,,
fig3,200,0.05,131,M_3b,4.89434,9.71,0.00184572,4.98991,0.00404706,4.62137,22.731,5.28648,3.51714,,,
fig3,200,0.05,132,M_3b,5.8826,10.09,0.00146418,5.05861,0.00327872,4.75751,14.8213,5.5939,3.59071,,,
fig3,200,0.05,123,M_mom_old,3.66003,9.45,0.00117502,3.09078,0.00262114,2.91391,8.66602,3.32041,1.74365,,,
fig3,200,0.05,124,M_mom_old,5.20712,9.29,0.00189855,3.97873,0.00412152,3.6671,10.6096,4.1088,2.72678,,,
fig3,200,0.05,125,M_mom_old,5.11923,9.72,0.00148541,4.33716,0.00322409,3.9995,15.7392,4.73555,2.37801,,,
fig3,200,0.05,126,M_mom_old,5.65583,9.33,0.00159738,3.23567,0.00337631,2.904,7.03503,3.36254,1.87558,,,
fig3,200,0.05,127,M_mom_old,3.70507,9.47,0.00119907,2.72763,0.00268244,2.5525,7.66728,2.82181,2.04717,,,
fig3,200,0.05,128,M_mom_old,4.84465,9.25,0.00136265,3.65386,0.00293517,3.33039,10.3639,3.95103,1.92209,,,
fig3,200,0.05,129,M_mom_old,5.31375,9.4,0.00143643,3.74025,0.00306986,3.34293,11.2439,4.03198,1.8947,,,
fig3,200,0.05,130,M_mom_old,4.74997,8.82,0.0012174,3.41966,0.00266779,3.14746,7.90425,3.69093,2.04372,,,
fig3,200,0.05,131,M_mom_old,5.13486,9.71,0.00161405,4.3636,0.00352981,4.03071,14.8965,4.73935,2.23141,,,
fig3,200,0.05,132,M_mom_old,5.62167,10.09,0.00111154,3.84025,0.0025043,3.63379,14.2976,4.43718,1.93547,,,
fig3,200,0.05,123,M_mom_v2_k10_rc6,3.57089,9.45,0.0011014,2.89714,0.0024623,2.73734,9.36714,3.10629,1.68495,,,
fig3,200,0.05,124,M_mom_v2_k10_rc6,3.56634,9.29,0.00175913,3.68656,0.00383642,3.41343,10.3076,3.79522,2.66512,,,
fig3,200,0.05,125,M_mom_v2_k10_rc6,3.5896,9.72,0.00136898,3.99719,0.00297545,3.69106,13.196,4.34751,2.31018,,,
fig3,200,0.05,126,M_mom_v2_k10_rc6,3.56658,9.33,0.00141847,2.87327,0.00304613,2.62,7.65026,2.97503,1.82022,,,
fig3,200,0.05,127,M_mom_v2_k10_rc6,3.51381,9.47,0.00112675,2.56311,0.00253307,2.41037,7.53794,2.64673,1.96502,,,
fig3,200,0.05,128,M_mom_v2_k10_rc6,3.6019,9.25,0.00127131,3.40893,0.00273882,3.1076,11.5536,3.68159,1.83311,,,
fig3,200,0.05,129,M_mom_v2_k10_rc6,3.59224,9.4,0.00132462,3.44912,0.00284942,3.10288,10.6544,3.7066,1.85629,,,
fig3,200,0.05,130,M_mom_v2_k10_rc6,3.60099,8.82,0.00116166,3.26308,0.00255159,3.01036,7.99405,3.52177,1.95126,,,
fig3,200,0.05,131,M_mom_v2_k10_rc6,3.53325,9.71,0.00147005,3.97429,0.00323859,3.69817,15.5861,4.29224,2.23378,,,
fig3,200,0.05,132,M_mom_v2_k10_rc6,3.55878,10.09,0.00100588,3.47523,0.0022956,3.33096,14.3246,3.99818,1.83721,,,
fig3,200,0.05,123,M_mom_v2_kinf_rc6,3.56306,9.45,0.00110081,2.89557,0.0024598,2.73455,9.14415,3.10533,1.67812,,,
fig3,200,0.05,124,M_mom_v2_kinf_rc6,3.56064,9.29,0.0017591,3.6865,0.00383638,3.4134,10.3387,3.7954,2.66237,,,
fig3,200,0.05,125,M_mom_v2_kinf_rc6,3.57952,9.72,0.00137338,4.01005,0.00298135,3.69838,14.0003,4.36441,2.29761,,,
fig3,200,0.05,126,M_mom_v2_kinf_rc6,3.55378,9.33,0.00141748,2.87127,0.00304727,2.62098,7.62344,2.97284,1.82057,,,
fig3,200,0.05,127,M_mom_v2_kinf_rc6,3.4987,9.47,0.00113391,2.57941,0.00254902,2.42554,8.47453,2.66638,1.95385,,,
fig3,200,0.05,128,M_mom_v2_kinf_rc6,3.60212,9.25,0.00125818,3.37371,0.00271246,3.07769,10.2321,3.6446,1.80512,,,
fig3,200,0.05,129,M_mom_v2_kinf_rc6,3.57438,9.4,0.00132457,3.44899,0.00285403,3.1079,11.162,3.70765,1.84525,,,
fig3,200,0.05,130,M_mom_v2_kinf_rc6,3.58759,8.82,0.00116037,3.25946,0.00254976,3.00821,7.92016,3.51448,1.97275,,,
fig3,200,0.05,131,M_mom_v2_kinf_rc6,3.51528,9.71,0.00147655,3.99185,0.00325347,3.71517,16.0237,4.31354,2.22511,,,
fig3,200,0.05,132,M_mom_v2_kinf_rc6,3.56385,10.09,0.00101468,3.50562,0.00230352,3.34246,15.436,4.03481,1.8452,,,
fig3,200,0.05,123,M_mom_v2_kinf_rc8,3.70697,9.45,0.00107558,2.82921,0.00239283,2.6601,9.78181,3.02922,1.67963,,,
fig3,200,0.05,124,M_mom_v2_kinf_rc8,3.71392,9.29,0.00167666,3.51373,0.00365806,3.25473,10.6487,3.60761,2.64784,,,
fig3,200,0.05,125,M_mom_v2_kinf_rc8,3.60655,9.72,0.00132252,3.86154,0.00287079,3.56124,13.1513,4.18993,2.29943,,,
fig3,200,0.05,126,M_mom_v2_kinf_rc8,3.77078,9.33,0.00134203,2.71843,0.00291068,2.5035,7.51887,2.80843,1.80531,,,
fig3,200,0.05,127,M_mom_v2_kinf_rc8,3.59883,9.47,0.00108804,2.47506,0.00246146,2.34223,8.79906,2.54981,1.94703,,,
fig3,200,0.05,128,M_mom_v2_kinf_rc8,3.62615,9.25,0.001215,3.25792,0.00263222,2.98664,11.1117,3.51245,1.80305,,,
fig3,200,0.05,129,M_mom_v2_kinf_rc8,3.65641,9.4,0.00129519,3.37248,0.0027964,3.04515,10.8512,3.62052,1.84874,,,
fig3,200,0.05,130,M_mom_v2_kinf_rc8,3.68017,8.82,0.00116161,3.26294,0.00254612,3.00392,8.37442,3.51803,1.97626,,,
fig3,200,0.05,131,M_mom_v2_kinf_rc8,3.66137,9.71,0.0014451,3.90685,0.00319188,3.64483,15.6261,4.21662,2.21774,,,
fig3,200,0.05,132,M_mom_v2_kinf_rc8,3.62831,10.09,0.000990214,3.4211,0.00225308,3.26927,14.6702,3.93119,1.83128,,,
fig3,200,0.05,123,M_mom_v2_kinf_rc8_pc8,3.57069,9.45,0.000881727,2.3193,0.00197374,2.1942,7.83526,2.46831,1.49106,,,
fig3,200,0.05,124,M_mom_v2_kinf_rc8_pc8,3.57061,9.29,0.00142402,2.98427,0.00312229,2.77804,9.75633,3.04942,2.40175,,,
fig3,200,0.05,125,M_mom_v2_kinf_rc8_pc8,3.52032,9.72,0.00112793,3.29337,0.00247067,3.06488,10.979,3.53832,2.18061,,,
fig3,200,0.05,126,M_mom_v2_kinf_rc8_pc8,3.82462,9.33,0.00106987,2.16714,0.00237483,2.04261,5.80151,2.22077,1.65593,,,
fig3,200,0.05,127,M_mom_v2_kinf_rc8_pc8,3.62656,9.47,0.000892747,2.03081,0.00204178,1.94288,5.54411,2.0689,1.77577,,,
fig3,200,0.05,128,M_mom_v2_kinf_rc8_pc8,3.5647,9.25,0.00101579,2.72378,0.00221952,2.51838,8.86166,2.91852,1.65051,,,
fig3,200,0.05,129,M_mom_v2_kinf_rc8_pc8,3.76454,9.4,0.00112444,2.92786,0.00245052,2.6685,10.2525,3.13622,1.66654,,,
fig3,200,0.05,130,M_mom_v2_kinf_rc8_pc8,3.80114,8.82,0.000974844,2.73832,0.00216202,2.55076,5.99975,2.9371,1.76117,,,
fig3,200,0.05,131,M_mom_v2_kinf_rc8_pc8,3.86155,9.71,0.00123066,3.32709,0.00276278,3.15484,12.9741,3.56445,2.0844,,,
fig3,200,0.05,132,M_mom_v2_kinf_rc8_pc8,3.58914,10.09,0.000824024,2.84693,0.00187682,2.72331,10.5849,3.22372,1.73552,,,
fig3,200,0.05,123,M_mom_v2_kinf_rc8_pc8_c,3.76516,9.45,0.000884404,2.32634,0.0019824,2.20383,7.86874,2.47578,1.49579,,,
fig3,200,0.05,124,M_mom_v2_kinf_rc8_pc8_c,3.79172,9.29,0.00142821,2.99305,0.00313097,2.78576,9.7499,3.05851,2.40769,,,
fig3,200,0.05,125,M_mom_v2_kinf_rc8_pc8_c,3.93483,9.72,0.00112407,3.28209,0.00246299,3.05536,11.1616,3.52621,2.17318,,,
fig3,200,0.05,126,M_mom_v2_kinf_rc8_pc8_c,3.91085,9.33,0.00106675,2.16082,0.00236714,2.036,5.93612,2.21282,1.66749,,,
fig3,200,0.05,127,M_mom_v2_kinf_rc8_pc8_c,4.21103,9.47,0.000893888,2.0334,0.00204497,1.94591,5.82361,2.07194,1.7752,,,
fig3,200,0.05,128,M_mom_v2_kinf_rc8_pc8_c,4.10384,9.25,0.00100946,2.7068,0.00220988,2.50744,8.40621,2.89797,1.65792,,,
fig3,200,0.05,129,M_mom_v2_kinf_rc8_pc8_c,3.85249,9.4,0.00113083,2.9445,0.00246133,2.68027,10.5557,3.15634,1.656,,,
fig3,200,0.05,130,M_mom_v2_kinf_rc8_pc8_c,3.88856,8.82,0.000976038,2.74167,0.00216673,2.55631,6.09746,2.94089,1.76207,,,
fig3,200,0.05,131,M_mom_v2_kinf_rc8_pc8_c,3.8815,9.71,0.00122549,3.31313,0.00275196,3.14249,12.965,3.54421,2.11247,,,
fig3,200,0.05,132,M_mom_v2_kinf_rc8_pc8_c,3.83329,10.09,0.00081818,2.82674,0.00186327,2.70365,9.43248,3.20139,1.72102,,,
fig3,200,0.05,123,M_mom_v2_kinf_rc8_pc8_diag,4.67514,9.45,0.000878387,2.31051,0.00196719,2.18692,7.82866,2.4581,1.4917,,,
fig3,200,0.05,124,M_mom_v2_kinf_rc8_pc8_diag,4.78106,9.29,0.00142371,2.98363,0.00311748,2.77376,10.1836,3.05162,2.37216,,,
fig3,200,0.05,125,M_mom_v2_kinf_rc8_pc8_diag,4.44835,9.72,0.00112245,3.27738,0.00245677,3.04764,10.8154,3.52532,2.14519,,,
fig3,200,0.05,126,M_mom_v2_kinf_rc8_pc8_diag,4.40289,9.33,0.00107135,2.17014,0.00237013,2.03857,5.75654,2.22393,1.65727,,,
fig3,200,0.05,127,M_mom_v2_kinf_rc8_pc8_diag,4.41903,9.47,0.000888965,2.02221,0.0020334,1.9349,5.43732,2.06025,1.76744,,,
fig3,200,0.05,128,M_mom_v2_kinf_rc8_pc8_diag,4.40816,9.25,0.00100996,2.70814,0.00220596,2.50299,8.62233,2.90712,1.60005,,,
fig3,200,0.05,129,M_mom_v2_kinf_rc8_pc8_diag,4.3175,9.4,0.00112712,2.93486,0.00244924,2.66711,10.1837,3.14188,1.68617,,,
fig3,200,0.05,130,M_mom_v2_kinf_rc8_pc8_diag,4.52641,8.82,0.000970284,2.72551,0.00214858,2.53489,6.01944,2.92461,1.74486,,,
fig3,200,0.05,131,M_mom_v2_kinf_rc8_pc8_diag,4.40081,9.71,0.0012282,3.32045,0.00275351,3.14425,13.3132,3.55779,2.07707,,,
fig3,200,0.05,132,M_mom_v2_kinf_rc8_pc8_diag,4.56736,10.09,0.00082156,2.83841,0.00186756,2.70987,10.2712,3.2137,1.7319,,,
fig3,200,0.05,123,M_mom_v2_kinf_rc8_pc8_diag_c,3.84038,9.45,0.00088081,2.31688,0.00197543,2.19608,8.16579,2.46506,1.49448,,,
fig3,200,0.05,124,M_mom_v2_kinf_rc8_pc8_diag_c,3.86687,9.29,0.00142779,2.99217,0.00312545,2.78085,10.2675,3.06004,2.38224,,,
fig3,200,0.05,125,M_mom_v2_kinf_rc8_pc8_diag_c,4.02153,9.72,0.00111837,3.26546,0.00244989,3.0391,11.0233,3.5129,2.13506,,,
fig3,200,0.05,126,M_mom_v2_kinf_rc8_pc8_diag_c,3.85487,9.33,0.00106814,2.16364,0.00236178,2.03139,5.85369,2.21638,1.66214,,,
fig3,200,0.05,127,M_mom_v2_kinf_rc8_pc8_diag_c,4.0194,9.47,0.000892294,2.02978,0.00204131,1.94243,5.61754,2.06894,1.76696,,,
fig3,200,0.05,128,M_mom_v2_kinf_rc8_pc8_diag_c,3.95368,9.25,0.00100559,2.69642,0.00220131,2.49772,8.1555,2.89161,1.61562,,,
fig3,200,0.05,129,M_mom_v2_kinf_rc8_pc8_diag_c,3.86888,9.4,0.00113542,2.95647,0.00246179,2.68077,10.4535,3.16719,1.67994,,,
fig3,200,0.05,130,M_mom_v2_kinf_rc8_pc8_diag_c,3.95427,8.82,0.000972914,2.7329,0.00215426,2.5416,6.0821,2.93356,1.74283,,,
fig3,200,0.05,131,M_mom_v2_kinf_rc8_pc8_diag_c,3.93631,9.71,0.00122382,3.3086,0.00274698,3.1368,13.2822,3.5404,2.10237,,,
fig3,200,0.05,132,M_mom_v2_kinf_rc8_pc8_diag_c,3.82032,10.09,0.000814285,2.81328,0.00185109,2.68598,8.98777,3.18471,1.71875,,,
fig3,200,0.05,123,M_mom_v2_kinf_rc8_pc8_diag_final,4.6177,9.45,0.000878676,2.31127,0.00197041,2.19051,7.9647,2.46065,1.47946,,,
fig3,200,0.05,124,M_mom_v2_kinf_rc8_pc8_diag_final,4.66517,9.29,0.001423,2.98214,0.00311473,2.77131,10.0729,3.04955,2.37663,,,
fig3,200,0.05,125,M_mom_v2_kinf_rc8_pc8_diag_final,4.6164,9.72,0.00111606,3.25871,0.00244287,3.03039,11.1166,3.50248,2.14947,,,
fig3,200,0.05,126,M_mom_v2_kinf_rc8_pc8_diag_final,4.64681,9.33,0.00107393,2.17536,0.00236774,2.03652,5.80089,2.22844,1.67053,,,
fig3,200,0.05,127,M_mom_v2_kinf_rc8_pc8_diag_final,4.65986,9.47,0.000886591,2.01681,0.00202722,1.92902,5.38432,2.05445,1.7649,,,
fig3,200,0.05,128,M_mom_v2_kinf_rc8_pc8_diag_final,4.67538,9.25,0.00100449,2.69346,0.00219834,2.49434,8.22521,2.89056,1.59758,,,
fig3,200,0.05,129,M_mom_v2_kinf_rc8_pc8_diag_final,4.56549,9.4,0.00113065,2.94404,0.00245679,2.67532,9.98005,3.15305,1.67999,,,
fig3,200,0.05,130,M_mom_v2_kinf_rc8_pc8_diag_final,4.60404,8.82,0.000981086,2.75585,0.00217096,2.56131,6.10988,2.96057,1.74188,,,
fig3,200,0.05,131,M_mom_v2_kinf_rc8_pc8_diag_final,4.59103,9.71,0.00122333,3.30728,0.00273953,3.12829,12.96,3.54085,2.08867,,,
